cluster_ordinal,n_members,mean_r,tier,folder
1,8,0.9959,Tier1_Strong,Subclass_01_n8_r1.00
2,4,0.9981,Tier2_Moderate,Subclass_02_n4_r1.00
3,4,0.8901,Tier2_Moderate,Subclass_03_n4_r0.89
4,2,0.9108,Tier2_Moderate,Subclass_04_n2_r0.91
5,1,,Tier3_Singletons,Tier3_Singletons
