file,reason,source
17_polycaprolactone_polysciences_bs+sm.parquet,Unmeasurable,C:\Users\alqrifym-admin\Desktop\RamanAnalyzer_Fat\All Ref\RAW\ALL_GROUPED4_FINAL_SMOOTHED3\PCL\17_polycaprolactone_polysciences_bs+sm.parquet
20_polycaprolactone_aldrich_bs+sm.parquet,Unmeasurable,C:\Users\alqrifym-admin\Desktop\RamanAnalyzer_Fat\All Ref\RAW\ALL_GROUPED4_FINAL_SMOOTHED3\PCL\20_polycaprolactone_aldrich_bs+sm.parquet
