file,reason,source
2_polycarbonate-thick_film-goodfellow_002_bs+sm.parquet,Low_SNR,C:\Users\alqrifym-admin\Desktop\RamanAnalyzer_Fat\All Ref\RAW\ALL_GROUPED4_FINAL_SMOOTHED3\PC\2_polycarbonate-thick_film-goodfellow_002_bs+sm.parquet
2_polycarbonate-thick_film-goodfellow_bs+sm.parquet,Low_SNR,C:\Users\alqrifym-admin\Desktop\RamanAnalyzer_Fat\All Ref\RAW\ALL_GROUPED4_FINAL_SMOOTHED3\PC\2_polycarbonate-thick_film-goodfellow_bs+sm.parquet
