cluster_ordinal,n_members,mean_r,tier,folder
1,3,0.9837,Tier2_Moderate,Subclass_01_n3_r0.98
2,2,0.8833,Tier2_Moderate,Subclass_02_n2_r0.88
3,1,,Tier3_Singletons,Tier3_Singletons
4,1,,Tier3_Singletons,Tier3_Singletons
