cluster_ordinal,n_members,mean_r,tier,folder
1,8,0.9386,Tier1_Strong,Subclass_01_n8_r0.94
2,4,0.9998,Tier2_Moderate,Subclass_02_n4_r1.00
3,1,,Tier3_Singletons,Tier3_Singletons
