cluster_ordinal,n_members,mean_r,tier,folder
1,2,0.9061,Tier2_Moderate,Subclass_01_n2_r0.91
2,1,,Tier3_Singletons,Tier3_Singletons
3,1,,Tier3_Singletons,Tier3_Singletons
