file,reason,source
4_pmma-blue_fragment-e-plastics_bs+sm.parquet,Low_SNR,C:\Users\alqrifym-admin\Desktop\RamanAnalyzer_Fat\All Ref\RAW\ALL_GROUPED4_FINAL_SMOOTHED3\PMMA\4_pmma-blue_fragment-e-plastics_bs+sm.parquet
