cluster_ordinal,n_members,mean_r,tier,folder
1,4,0.9428,Tier2_Moderate,Subclass_01_n4_r0.94
2,3,0.9796,Tier2_Moderate,Subclass_02_n3_r0.98
3,1,,Tier3_Singletons,Tier3_Singletons
4,1,,Tier3_Singletons,Tier3_Singletons
